term,landing_topic,status,source_batch
Cable rub,Dialogue Editing,EXISTING,Batch 1
Cable knock,Dialogue Editing,EXISTING,Batch 1
Capsule scrape,Dialogue Editing,EXISTING,Batch 1
Fabric tick,Dialogue Editing,EXISTING,Batch 1
Jewelry tick,Dialogue Editing,EXISTING,Batch 1
Button knock,Dialogue Editing,EXISTING,Batch 1
Lav crackle,Dialogue Editing,EXISTING,Batch 1
RF spit,Dialogue Editing,EXISTING,Batch 1
RF hash,Dialogue Editing,EXISTING,Batch 1
Wireless compander artifact,Dialogue Editing,EXISTING,Batch 1
Lav chest resonance,Dialogue Editing,EXISTING,Batch 1
Under-clothing resonance,Dialogue Editing,EXISTING,Batch 1
Concealment muffling,Dialogue Editing,EXISTING,Batch 1
Boom shadowing,Dialogue Editing,EXISTING,Batch 1
Head-turn loss,Dialogue Editing,EXISTING,Batch 1
Boom perspective drift,Dialogue Editing,EXISTING,Batch 1
Boom-lav phase interaction,Dialogue Editing,EXISTING,Batch 1
Variable interchannel offset,Dialogue Editing,EXISTING,Batch 1
Dynamic phase alignment,Dialogue Editing,EXISTING,Batch 1
ADR cue,ADR & Looping,EXISTING,Batch 1
ADR cue number,ADR & Looping,EXISTING,Batch 1
ADR spotting,ADR & Looping,EXISTING,Batch 1
ADR cueing,ADR & Looping,EXISTING,Batch 1
Looping,ADR & Looping,EXISTING,Batch 1
Post-sync,ADR & Looping,EXISTING,Batch 1
Automatic dialogue replacement,ADR & Looping,EXISTING,Batch 1
Additional dialogue recording,ADR & Looping,EXISTING,Batch 1
ADR guide,ADR & Looping,EXISTING,Batch 1
ADR target,ADR & Looping,EXISTING,Batch 1
ADR take lane,ADR & Looping,EXISTING,Batch 1
ADR comp,ADR & Looping,EXISTING,Batch 1
ADR edit,ADR & Looping,EXISTING,Batch 1
ADR fit,ADR & Looping,EXISTING,Batch 1
ADR match,ADR & Looping,EXISTING,Batch 1
ADR perspective match,ADR & Looping,EXISTING,Batch 1
ADR proximity mismatch,ADR & Looping,EXISTING,Batch 1
ADR room mismatch,ADR & Looping,EXISTING,Batch 1
ADR tonal match,ADR & Looping,EXISTING,Batch 1
ADR ambience bed,ADR & Looping,EXISTING,Batch 1
ADR futzing,ADR & Looping,EXISTING,Batch 1
ADR pre-roll,ADR & Looping,EXISTING,Batch 1
ADR post-roll,ADR & Looping,EXISTING,Batch 1
Three-beep cue,ADR & Looping,EXISTING,Batch 1
Missing fourth beep,ADR & Looping,EXISTING,Batch 1
Cue streamer,ADR & Looping,EXISTING,Batch 1
Punch cue,ADR & Looping,EXISTING,Batch 1
Dead cue,ADR & Looping,EXISTING,Batch 1
Rhythmo band,ADR & Looping,EXISTING,Batch 1
Bande rythmo,ADR & Looping,EXISTING,Batch 1
ADR wipe,ADR & Looping,EXISTING,Batch 1
Wild ADR,ADR & Looping,EXISTING,Batch 1
Wild line,ADR & Looping,EXISTING,Batch 1
Off-camera ADR,ADR & Looping,EXISTING,Batch 1
Sync ADR,ADR & Looping,EXISTING,Batch 1
Hard-sync line,ADR & Looping,EXISTING,Batch 1
Soft-sync line,ADR & Looping,EXISTING,Batch 1
Lip closure,ADR & Looping,EXISTING,Batch 1
Bilabial sync point,ADR & Looping,EXISTING,Batch 1
Labial anchor,ADR & Looping,EXISTING,Batch 1
Open-mouth vowel hold,ADR & Looping,EXISTING,Batch 1
ADR stretch,ADR & Looping,EXISTING,Batch 1
ADR squeeze,ADR & Looping,EXISTING,Batch 1
Internal ADR sync,ADR & Looping,EXISTING,Batch 1
Head-sync / tail-sync tradeoff,ADR & Looping,EXISTING,Batch 1
Performance drift,ADR & Looping,EXISTING,Batch 1
Isochrony,Dubbing & Localization,EXISTING,Batch 1
Lip synchrony,Dubbing & Localization,EXISTING,Batch 1
Kinetic synchrony,Dubbing & Localization,EXISTING,Batch 1
Character synchrony,Dubbing & Localization,EXISTING,Batch 1
Prosodic synchrony,Dubbing & Localization,EXISTING,Batch 1
Prosodic phrase alignment,Dubbing & Localization,EXISTING,Batch 1
Sync adaptation,Dubbing & Localization,EXISTING,Batch 1
Lip-sync adaptation,Dubbing & Localization,EXISTING,Batch 1
Dubbing script adaptation,Dubbing & Localization,EXISTING,Batch 1
Line isometry,Dubbing & Localization,EXISTING,Batch 1
Quantitative synchrony,Dubbing & Localization,EXISTING,Batch 1
Qualitative synchrony,Dubbing & Localization,EXISTING,Batch 1
Phonetic synchrony,Dubbing & Localization,EXISTING,Batch 1
Open-vowel matching,Dubbing & Localization,EXISTING,Batch 1
Bilabial matching,Dubbing & Localization,EXISTING,Batch 1
Dubbing rhythm,Dubbing & Localization,EXISTING,Batch 1
Sync window,Dubbing & Localization,EXISTING,Batch 1
Entry tolerance,Dubbing & Localization,EXISTING,Batch 1
Exit tolerance,Dubbing & Localization,EXISTING,Batch 1
Flap coverage,Dubbing & Localization,EXISTING,Batch 1
Back-to-camera liberty,Dubbing & Localization,EXISTING,Batch 1
Reaction vocal,Dubbing & Localization,EXISTING,Batch 1
Effort vocal,Dubbing & Localization,EXISTING,Batch 1
Efforts pass,Dubbing & Localization,EXISTING,Batch 1
Vocal efforts,Dubbing & Localization,EXISTING,Batch 1
Nonverbal sync,Dubbing & Localization,EXISTING,Batch 1
Foreign-language walla,Dubbing & Localization,EXISTING,Batch 1
Dub-stage foldback,Dubbing & Localization,EXISTING,Batch 1
Loop group,ADR & Looping,EXISTING,Batch 1
Group ADR,ADR & Looping,EXISTING,Batch 1
Specific walla,ADR & Looping,EXISTING,Batch 1
General walla,ADR & Looping,EXISTING,Batch 1
Walla poke-through,ADR & Looping,EXISTING,Batch 1
Walla density,ADR & Looping,EXISTING,Batch 1
Walla perspective,ADR & Looping,EXISTING,Batch 1
Walla contour,ADR & Looping,EXISTING,Batch 1
Walla bed,ADR & Looping,EXISTING,Batch 1
Walla sweetener,ADR & Looping,EXISTING,Batch 1
Pass-by chatter,ADR & Looping,EXISTING,Batch 1
Crossing voices,ADR & Looping,EXISTING,Batch 1
Incidental dialogue,ADR & Looping,EXISTING,Batch 1
Background principal,ADR & Looping,EXISTING,Batch 1
Omni crowd,ADR & Looping,EXISTING,Batch 1
Call-and-response walla,ADR & Looping,EXISTING,Batch 1
Period walla,ADR & Looping,EXISTING,Batch 1
Vocabulary-safe walla,ADR & Looping,EXISTING,Batch 1
Punch-and-roll,ADR & Looping,EXISTING,Batch 1
Rock-and-roll recording,ADR & Looping,EXISTING,Batch 1
Pick-up boundary,ADR & Looping,EXISTING,Batch 1
Pick-up match,ADR & Looping,EXISTING,Batch 1
Drop-in,ADR & Looping,EXISTING,Batch 1
Insert read,ADR & Looping,EXISTING,Batch 1
Patch read,ADR & Looping,EXISTING,Batch 1
Wild pickup,ADR & Looping,EXISTING,Batch 1
Lead-in read,ADR & Looping,EXISTING,Batch 1
Throwaway lead-in,ADR & Looping,EXISTING,Batch 1
Tail pickup,ADR & Looping,EXISTING,Batch 1
Head pickup,ADR & Looping,EXISTING,Batch 1
Mid-sentence pickup,ADR & Looping,EXISTING,Batch 1
Pickup drift,ADR & Looping,EXISTING,Batch 1
Session-tone drift,ADR & Looping,EXISTING,Batch 1
Vocal fatigue drift,ADR & Looping,EXISTING,Batch 1
Hydration shift,ADR & Looping,EXISTING,Batch 1
Mic-position recall,ADR & Looping,EXISTING,Batch 1
Voice-match note,ADR & Looping,EXISTING,Batch 1
Cadence match,ADR & Looping,EXISTING,Batch 1
Inflection match,ADR & Looping,EXISTING,Batch 1
Energy match,ADR & Looping,EXISTING,Batch 1
Resonance match,ADR & Looping,EXISTING,Batch 1
Phrase-tail match,ADR & Looping,EXISTING,Batch 1
Scratch read,ADR & Looping,EXISTING,Batch 1
Guide VO,ADR & Looping,EXISTING,Batch 1
Temp narration,ADR & Looping,EXISTING,Batch 1
Final-approved read,ADR & Looping,EXISTING,Batch 1
Slate contamination,ADR & Looping,EXISTING,Batch 1
Pre-roll chatter,ADR & Looping,EXISTING,Batch 1
Post-roll contamination,ADR & Looping,EXISTING,Batch 1
Tail room,ADR & Looping,EXISTING,Batch 1
Room-tone capture,ADR & Looping,EXISTING,Batch 1
Booth tone,ADR & Looping,EXISTING,Batch 1
Booth-mode coloration,ADR & Looping,EXISTING,Batch 1
Page-turn mitigation,ADR & Looping,EXISTING,Batch 1
Copy stand noise,ADR & Looping,EXISTING,Batch 1
Monitor bleed print,ADR & Looping,EXISTING,Batch 1
Headphone-shell leakage,ADR & Looping,EXISTING,Batch 1
Dialogue predub,Re-Recording & Final Mix,EXISTING,Batch 1
DX predub,Re-Recording & Final Mix,EXISTING,Batch 1
Dialogue premix,Re-Recording & Final Mix,EXISTING,Batch 1
Dialogue master,Re-Recording & Final Mix,EXISTING,Batch 1
Domestic dialogue stem,Re-Recording & Final Mix,EXISTING,Batch 1
ADR stem,Re-Recording & Final Mix,EXISTING,Batch 1
Futz stem,Re-Recording & Final Mix,EXISTING,Batch 1
Futz,Re-Recording & Final Mix,EXISTING,Batch 1
Futz track,Re-Recording & Final Mix,EXISTING,Batch 1
Worldized dialogue,Re-Recording & Final Mix,EXISTING,Batch 1
Reamped dialogue,Re-Recording & Final Mix,EXISTING,Batch 1
Diegetic voice treatment,Re-Recording & Final Mix,EXISTING,Batch 1
On-screen source voice,Re-Recording & Final Mix,EXISTING,Batch 1
Off-screen source voice,Re-Recording & Final Mix,EXISTING,Batch 1
Voice perspective,Re-Recording & Final Mix,EXISTING,Batch 1
Perspective riding,Re-Recording & Final Mix,EXISTING,Batch 1
Shot-size perspective,Re-Recording & Final Mix,EXISTING,Batch 1
Close-up intimacy,Re-Recording & Final Mix,EXISTING,Batch 1
Wide-shot relief,Re-Recording & Final Mix,EXISTING,Batch 1
Dialogue reverb matching,Re-Recording & Final Mix,EXISTING,Batch 1
Early-reflection matching,Re-Recording & Final Mix,EXISTING,Batch 1
Room fingerprint,Re-Recording & Final Mix,EXISTING,Batch 1
Room-print convolution,Re-Recording & Final Mix,EXISTING,Batch 1
Production-space emulation,Re-Recording & Final Mix,EXISTING,Batch 1
ADR seating,Re-Recording & Final Mix,EXISTING,Batch 1
Dialogue anchoring,Re-Recording & Final Mix,EXISTING,Batch 1
Center-channel anchoring,Re-Recording & Final Mix,EXISTING,Batch 1
Dialogue focus,Re-Recording & Final Mix,EXISTING,Batch 1
Dialogue lift,Re-Recording & Final Mix,EXISTING,Batch 1
Object dialogue,Re-Recording & Final Mix,EXISTING,Batch 1
Dialogue intelligibility management,Re-Recording & Final Mix,EXISTING,Batch 1
Consonant-zone management,Re-Recording & Final Mix,EXISTING,Batch 1
Vowel-body management,Re-Recording & Final Mix,EXISTING,Batch 1
Presence lift,Re-Recording & Final Mix,EXISTING,Batch 1
Intelligibility lift,Re-Recording & Final Mix,EXISTING,Batch 1
Articulation lift,Re-Recording & Final Mix,EXISTING,Batch 1
Chest reduction,Re-Recording & Final Mix,EXISTING,Batch 1
Boxiness carve,Re-Recording & Final Mix,EXISTING,Batch 1
Nasal-formant control,Re-Recording & Final Mix,EXISTING,Batch 1
Honk suppression,Re-Recording & Final Mix,EXISTING,Batch 1
Throat resonance,Re-Recording & Final Mix,EXISTING,Batch 1
Papery voice,Re-Recording & Final Mix,EXISTING,Batch 1
Spitty voice,Re-Recording & Final Mix,EXISTING,Batch 1
Brittle consonants,Re-Recording & Final Mix,EXISTING,Batch 1
Consonant splatter,Re-Recording & Final Mix,EXISTING,Batch 1
Sibilant spray,Re-Recording & Final Mix,EXISTING,Batch 1
Sibilant whistling,Re-Recording & Final Mix,EXISTING,Batch 1
Ess tracking,Re-Recording & Final Mix,EXISTING,Batch 1
Split-band de-essing,Re-Recording & Final Mix,EXISTING,Batch 1
Wideband de-essing,Re-Recording & Final Mix,EXISTING,Batch 1
Spectral de-essing,Re-Recording & Final Mix,EXISTING,Batch 1
Dynamic-resonance control,Re-Recording & Final Mix,EXISTING,Batch 1
Vocal density,Re-Recording & Final Mix,EXISTING,Batch 1
Dialogue density control,Re-Recording & Final Mix,EXISTING,Batch 1
Microdynamic preservation,Re-Recording & Final Mix,EXISTING,Batch 1
Phrase-level riding,Re-Recording & Final Mix,EXISTING,Batch 1
Syllabic riding,Re-Recording & Final Mix,EXISTING,Batch 1
Consonant riding,Re-Recording & Final Mix,EXISTING,Batch 1
Breath riding,Re-Recording & Final Mix,EXISTING,Batch 1
Clip-gain leveling,Re-Recording & Final Mix,EXISTING,Batch 1
Pre-compressor riding,Re-Recording & Final Mix,EXISTING,Batch 1
Post-compressor riding,Re-Recording & Final Mix,EXISTING,Batch 1
Upward intelligibility control,Re-Recording & Final Mix,EXISTING,Batch 1
Dialogue crest management,Re-Recording & Final Mix,EXISTING,Batch 1
Word-front clipping,Re-Recording & Final Mix,EXISTING,Batch 1
Word-tail swallowing,Re-Recording & Final Mix,EXISTING,Batch 1
Dialogue carve,Re-Recording & Final Mix,EXISTING,Batch 1
Dynamic dialogue carve,Re-Recording & Final Mix,EXISTING,Batch 1
Spectral ducking,Re-Recording & Final Mix,EXISTING,Batch 1
Dialogue-triggered unmasking,Re-Recording & Final Mix,EXISTING,Batch 1
Music and Effects,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Fully filled M&E,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Partially filled M&E,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
M&E fill,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
M&E sweetener,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
M&E editorial pass,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Dialogue-free production effect,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Dialogue contamination,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Vocal contamination,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Language-neutral vocal,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Language-specific effort,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Foreign-version optional,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Optional dialogue,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Textless vocal,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Domestic version,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Dialogue guide stem,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Dip track,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Undipped M&E,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Fully undipped stem,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 1
Dubbing adaptation,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Dialogue adaptation,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Pre-adaptation,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Adaptation pass,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Sync pass,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Performability pass,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Speakability,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Dubability,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Oral naturalness,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Prefabricated orality,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Dubbese,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Translationese,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Source-language calque,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Dialogue calque,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Structural calque,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Pragmatic calque,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Dubbing cliché,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Isochronic constraint,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Isochronic adaptation,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Utterance-duration matching,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Phrase-duration matching,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Segment-duration matching,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Temporal accommodation,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Temporal compression,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Temporal expansion,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Linguistic expansion,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Linguistic condensation,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Syllabic expansion,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Speech-rate compensation,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Compression threshold,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Expansion threshold,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Time-slot occupancy,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Sync envelope,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Sync latitude,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Entry latitude,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Exit latitude,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Internal timing anchor,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Boundary synchrony,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Internal synchrony,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Pause synchrony,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Pause redistribution,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Hesitation matching,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Silence accommodation,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Utterance segmentation,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Segmentation mismatch,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Phonetic synchronization,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Visemic synchrony,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Viseme,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Viseme matching,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Visemic compatibility,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Viseme substitution,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Viseme collision,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Viseme tolerance,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Labial synchrony,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Bilabial correspondence,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Labiodental correspondence,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Open-vowel correspondence,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Rounded-vowel correspondence,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Lip-rounding mismatch,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Closure mismatch,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Aperture mismatch,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Articulatory anchor,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Closure anchor,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Vowel anchor,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Mouth-flap matching,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Flap,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Flap count,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Flap density,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Loose flap,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Tight flap,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
Held flap,"Dubbing — Adaptation, Sync & Deliverables",NEW,Batch 2
