term,subject,landing_topic,status,source_batch
Multi-stage release,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Multistage compression,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Multistage saturation,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Nasality,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Negative ducking,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
New York compression,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Noncommutative processing,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Order-dependent processing,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Papery tone,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Parallel blend cancellation,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Parallel distortion,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Parallel limiting,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Parallel saturation,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Parallel spectral processing,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Parallel transient processing,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Parallel upward compression,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Parallel-path comb filtering,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Peak-to-level compression chain,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Pivot equalization,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Post-dynamics equalization,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Pre-dynamics equalization,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Pre-emphasis/de-emphasis processing,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Processor ordering,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Program equalization,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Program-adaptive compression,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Program-dependent compression,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Reciprocal equalization,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Release pumping,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Release-shaped ducking,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Resonance hunting,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Resonance suppression,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Resonance-dependent equalization,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Saturation–compression interaction,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Self-sidechain compression,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Serial clipping,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Serial compression,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Sidechain audition,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Sidechain band-pass filtering,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Sidechain de-emphasis,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Sidechain emphasis,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Sidechain high-pass filtering,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Sidechain low-pass filtering,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Sidechain tilt filtering,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Smeared tone,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Spectral balancing,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Spectral centroid shifting,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Spectral drive shaping,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Spectral masking control,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Spectral pocketing,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Spectral pumping,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Spectral target curve,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Spectral weighting,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Split-band compression,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Split-band saturation,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Tonal anchoring,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Tonal matching,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Tonal tilt,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Transient recovery,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Transient-triggered ducking,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Two-band compression,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Veil,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Wet-path phase rotation,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Woolliness,Recording & Mix Craft,Dynamics Processing,EXISTING,Batch 3
Above-bell miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Acoustic-guitar bridge miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Across-bell miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Amp reamping,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Bass audibility enhancement,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Bass fundamental stabilization,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Bass-band splitting,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Bass-side bridge miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Bassoon bocal-side miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Bassoon boot-joint miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Batter-side kick microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Bell-axis miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Bell-blast avoidance,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Bell-edge miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Bell-flare proximity miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Bell-shadow placement,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Bell–tone-hole balance,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Body-and-neck stereo miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Bow-contact-point miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Bow-noise balance,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Bow-side miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Breath editing,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Bridge-above miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Bridge-axis miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Cabinet reamping,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Cajón sound-hole miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Cajón tapa miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Cap-edge miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Cello floor-boundary microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Clarinet bell-overemphasis,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Clarinet register-hole balance,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Conga head-zone miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Consonant matching,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Cymbal rejection miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Cymbal-plane miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Cymbal-under miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
DI–amplifier split,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Desk-pair spot microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Double-bass bridge–f-hole balance,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Double-bass endpin microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Double-tracked acoustic spread,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Drum crush channel,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Drum crush microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Drum head-baffle technique,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Drum-kit midpoint microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Drum-shell microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Drum-shell rejection angle,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Drum-shell underside miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Endpin-floor coupling capture,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Endpin-side cello miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
F-hole-axis miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Fingerboard-end miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Fingerboard-side miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Flute body-axis miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Flute breath-stream avoidance,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Flute embouchure-hole miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Fredman technique,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
French-horn rear-bell miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
French-horn wall-reflection capture,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Front-of-kit microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Glockenspiel off-axis miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Glyn Johns side microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Glyn Johns technique,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Gong center miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Gong edge miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Guitar-cabinet rear miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Guitar-cabinet room reinforcement,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Guitar-speaker phase-center alignment,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Hand-percussion underside miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Hi-hat bell miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Hi-hat edge rejection,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Inside–outside string-section spots,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Keywork-noise control,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Keywork-side miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Kick beater bleed,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Kick beater-side microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Kick port miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Kick-drum cavity microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Kick-drum tunnel,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Kick-drum tunnel microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Kick-front microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Kick-in microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Kick-out microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Lower-bout miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Lower-joint miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Marimba bar-side miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Marimba low-end outrigger,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Marimba resonator miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Microphone working,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Nashville tuning,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Oboe key-column miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Off-axis guitar-cabinet miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Off-bell miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Off-f-hole miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Overhead equidistance,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Overhead-and-shoulder array,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Parallel Vocal Compression,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Percussion-tree spot microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Piano boundary miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Piano hammer emphasis,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Piano soundboard miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Pick-attack isolation,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Plosive shadowing,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Pre-compressor vocal riding,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Resonant-head proximity miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Ride-bell spot microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Rim-plane snare miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Rosin-noise control,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Saxophone bell–key split,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Saxophone key-cup noise capture,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Section spot miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Section-leader spot,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Section-over-bell array,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Shoulder miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Sibilance steering,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Slide-path clearance,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Snare buzz suppression,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Snare-bottom polarity inversion,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Snare-shell microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Snare-vent microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Snare-wire balance,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Snare-wire choke,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Sound-hole avoidance,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Speaker-cone traversal,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Spot-microphone time alignment,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Stacked-Sibilance Control,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
String-body shadowing,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Subkick capture,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Suspended-cymbal swell capture,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Tabla dayan–bayan split,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Tchad Blake drum microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Tea-towel drum damping,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Timpani bowl-side miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Timpani head-edge miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Timpani pair spacing,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Tom-bottom microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Tone-hole-side miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Treble-side bridge miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Trombone over-slide miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Tuba bell-height miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Tubular-bell strike-zone avoidance,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Twelfth-fret miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Under-snare microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Underhead microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Underhead tom miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Upper-bout miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Upper-joint miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Vibraphone motor-noise rejection,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Vibraphone resonator miking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Vocal double alignment,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Vocal level riding,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Vocal off-axis control,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Vocal proximity-effect control,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Vocal reverb ducking,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Vocal throw delay,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Wallet damping,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Wurst microphone,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Wurst microphone technique,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 2
Xylophone octave spread control,Recording & Mix Craft,Instrument & Close Miking Techniques,EXISTING,Batch 3
Alternating reverse delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Ambience algorithm,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Bloom reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Chorused reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Cross-feedback delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Crossfeed reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Decorrelated reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Delay capture,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Delay decorrelation,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Delay spill,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Delay-into-reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Density buildup,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Detuned reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Diffused delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Downward shimmer,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Dual delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Dual-mono reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Ducked delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Duplet delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Early-reflection equalization,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Early-reflection reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Echo density,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Envelope-controlled delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Euclidean delay pattern,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Feedback ducking,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Feedback filtering,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Feedback freeze,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Feedback throw,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Fibonacci delay pattern,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Free-time delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Frequency-dependent decay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Frequency-dependent reverb width,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Gated room microphone,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Golden-ratio delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Groove-quantized delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Haas delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
High-frequency decay multiplier,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Infinite reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Input diffusion,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Input-ducked delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Interval shimmer,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Inverse ducked delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Keyed reverb gating,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Layered reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Level-dependent ambience,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Level-modulated delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Low-frequency decay multiplier,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Microdelay widening,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Modulated delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Modulated reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Mono-in/stereo-out reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Non-repeating tap pattern,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Output-ducked delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Pitch-recursive reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Polymetric delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Polyrhythmic delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Prime-number delay spacing,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Printed reverse reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Quintuplet delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Random delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Regeneration throw,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Regenerative delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb attack,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb damping,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb density,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb diffusion,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb feedback loop,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb freeze,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb hold,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb input ducking,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb onset shaping,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb predelay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb predelay offset,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb regeneration,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb return compression,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb return monoing,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb return narrowing,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb shape,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb spin,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb spread,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb stacking,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb swell,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb tail ducking,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb tail equalization,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb tail expansion,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb wander,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverb-into-delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Reverse-envelope reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Runaway feedback,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
