term,subject,landing_topic,status,source_batch
Impulse time weighting,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Impulsiveness,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Influence quantity,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Integrating sound-level meter,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Integrating-averaging sound-level meter,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Intensity method,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Intensity probe,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Intensity vector,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Intermediate precision,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Klippel near-field scanner,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
LAFmax,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
LASmax,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
LCFmax,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
LZeq,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Linearity error,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Linearity threshold,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Logarithmic sine sweep,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Long-term maximum SPL,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
M-Noise,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Magnitude linearity,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Maximum acoustic output,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Maximum continuous SPL,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Maximum linear SPL,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Maximum linear output,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Maximum linear sound level,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Maximum peak SPL,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Maximum usable SPL,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Measurand,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Measurement function,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Measurement model,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Measurement result,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Measurement tolerance,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Metrological traceability,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Metrology,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Modal distortion,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Modulation distortion,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Multiple coherence,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Multitone coherence,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Near-field acoustic holography,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Near-field correction,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Near-field scanner,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Near-field–far-field splice,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Noise dose,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Noncoherent distortion,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Nonlinear impulse response,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Octave-band level,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Partial coherence,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Peak power,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Peak-to-average ratio,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Percentile level,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Perceptual rub and buzz,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Pink-noise power test,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Power-test noise,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Pressure–intensity index,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Pressure–pressure intensity probe,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Pressure–velocity intensity probe,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Primary standard,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Prominent discrete tone,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Random error,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Rating level,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Reactive intensity,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Reference sound source,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Reference standard,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Reference-channel measurement,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Reflection-free window,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Repeatability,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Reproducibility,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Residual distortion,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Residual intensity,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Reverberation-room method,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Second-harmonic distortion,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Secondary standard,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Shaped-noise test,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Short-term maximum SPL,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Slow time weighting,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Sound-power source,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Spacer distance,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Spectral crest factor,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Spurious-free dynamic range,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Standard uncertainty,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Surface scanning,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Systematic error,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Test-signal spectrum,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Third-harmonic distortion,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Threshold level,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Time resolution,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Time-delay spectrometry,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Time-weighting sound-level meter,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Tonality,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Traceability,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Transfer standard,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Transfer-function estimator,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Transient intermodulation distortion,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Type A evaluation,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Type B evaluation,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Uncertainty budget,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Unwrapped phase,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Voltage-limited output,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Volterra series,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Wiener model,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Wiener–Hammerstein model,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Window leakage,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
Working standard,"Electronics, DSP & Measurement",Measurement Fundamentals & Metering,EXISTING,Batch 4
AES17,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
AES75,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
ANSI S1 series,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Accelerometer,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Accuracy,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Acoustic delay,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Acoustic emission,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Adjustment,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Artificial ear,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Artificial mouth,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Auditory filterbank,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
BL,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Background sound level,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Background-noise correction,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Bispectrum,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Blackman window,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Boundary-condition model,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Cms,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Cohen's class,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Complex cepstrum,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Complex envelope,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Complex impedance,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Compliance,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Constant-Q transform,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Continuous wavelet transform,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Cumulative spectral decay,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Cyclostationary analysis,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
DFT,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Directivity correction,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Discrete wavelet transform,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Discrete-point measurement,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Doppler ultrasound,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Dynamic capability,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Efficiency bandwidth product,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Engineering-grade measurement,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Envelope analysis,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Environmental correction,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
Error distribution,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
FDTD acoustics,"Electronics, DSP & Measurement",Signal Analysis & Test Equipment,EXISTING,Batch 4
